ICMP,Media,Condition,TechRep,Age,SizeMM,Colour,Researcher,ICMPPhylum,TestedAgainst,Strain,ScreeningRound,BioRep,DaysOld,TimePoint,Lux,CtrlLux
11463,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,3,1536,322
11463,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,1,78,58
11463,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,2,168,58
11463,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,3,84,58
11463,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,1,168,1952
11463,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,2,256,1952
11463,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,3,58,1952
11463,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,1,6,24
11463,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,2,2,24
11463,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,3,2,24
11463,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,1,62,346
11463,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,2,56,346
11463,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,3,30,346
11463,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,1,2,674
11463,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,2,2,674
11463,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,13,3,6,674
11463,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,38,64
11463,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,38,64
11463,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,60,64
11463,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,26,108
11463,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,50,108
11463,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,24,108
11463,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,40,46
11463,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,36,46
11463,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,76,46
11463,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,60,130
11463,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,80,130
11463,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,94,130
11463,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,76,76
11463,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,68,76
11463,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,132,76
11463,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,208,120
11463,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,204,120
11463,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,178,120
11463,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,100,126
11463,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,70,126
11463,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,84,126
11463,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,82,70
11463,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,104,70
11463,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,74,70
11463,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,368,1012
11463,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,258,1012
11463,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,6,1012
11463,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,1550,2350
11463,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,2178,2350
11463,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,66,2350
11463,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,228,790
11463,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,236,790
11463,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,452,790
11463,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,806,890
11463,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,786,890
11463,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,776,890
11463,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,1090,2418
11463,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,1076,2418
11463,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,1304,2418
11463,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,134,1294
11463,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,42,1294
11463,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,100,1294
11463,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,628,1058
11463,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,526,1058
11463,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,182,1058
11463,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,22,694
11463,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,18,694
11463,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,32,694
11463,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,152,1076
11463,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,152,1076
11463,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,86,1076
11463,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,1302,11554
11463,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,254,11554
11463,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,44,11554
11463,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,74,4362
11463,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,32,4362
11463,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,56,4362
11463,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,76,932
11463,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,46,932
11463,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,80,932
11463,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,588,848
11463,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,200,848
11463,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,88,848
11463,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,2,502
11463,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,0,502
11463,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,6,502
11463,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,78,972
11463,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,112,972
11463,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,2,972
11463,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,4,56
11463,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,2,56
11463,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,6,56
11463,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,134,1272
11463,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,100,1272
11463,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,86,1272
11463,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,1006,11956
11463,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,258,11956
11463,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,48,11956
11463,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,42,5908
11463,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,32,5908
11463,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,30,5908
11463,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,42,968
11463,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,24,968
11463,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,38,968
11463,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,448,1008
11463,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,90,1008
11463,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,38,1008
11463,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,2,232
11463,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,2,232
11463,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,8,232
11463,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,44,976
11463,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,496,976
11463,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,4,976
11463,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,6,56
11463,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,4,56
11463,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,6,56
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,218,198
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,230,198
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,190,198
15050,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,202,356
15050,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,202,356
15050,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,172,356
15050,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,190,184
15050,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,216,184
15050,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,194,184
15050,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,190,194
15050,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,206,194
15050,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,196,194
15050,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,176,188
15050,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,228,188
15050,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,150,188
15050,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,150,208
15050,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,132,208
15050,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,160,208
15050,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,200,212
15050,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,196,212
15050,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,196,212
15050,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,108,204
15050,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,108,204
15050,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,140,204
15050,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,268,506
15050,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,284,506
15050,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,234,506
15050,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,576,2066
15050,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,562,2066
15050,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,206,2066
15050,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,1346,524
15050,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,1140,524
15050,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1210,524
15050,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,6,700
15050,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,50,700
15050,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,2,700
15050,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,698,866
15050,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,510,866
15050,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,870,866
15050,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,1348,742
15050,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,1188,742
15050,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1536,742
15050,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,6,484
15050,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,2,484
15050,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1130,484
15050,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,848,972
15050,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,816,972
15050,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1090,972
15050,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,152,1264
15050,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,194,1264
15050,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,160,1264
15050,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,1592,6154
15050,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,338,6154
15050,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,336,6154
15050,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,1030,2080
15050,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,1264,2080
15050,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1612,2080
15050,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,4,960
15050,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,8,960
15050,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,2,960
15050,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,224,3170
15050,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,220,3170
15050,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,388,3170
15050,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,650,7940
15050,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,4108,7940
15050,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,3052,7940
15050,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,0,1016
15050,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,0,1016
15050,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,406,1016
15050,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,1404,9500
15050,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,1708,9500
15050,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,5760,9500
15050,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,128,2466
15050,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,162,2466
15050,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,108,2466
15050,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,2626,10930
15050,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,800,10930
15050,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1206,10930
15050,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,298,7790
15050,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,438,7790
15050,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,802,7790
15050,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,4,152
15050,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,10,152
15050,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,6,152
15050,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,118,4142
15050,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,1648,4142
15050,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,142,4142
15050,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,202,33911
15050,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,7506,33911
15050,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,1646,33911
15050,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,2,1672
15050,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,0,1672
15050,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,190,1672
15050,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,1,1630,45866
15050,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,2,2086,45866
15050,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,8,1,13,3,5746,45866
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,20,16
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,16,16
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,16,16
15050,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,16,34
15050,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,14,34
15050,OA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,32,34
15050,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,16,14
15050,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,10,14
15050,CSA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,18,14
15050,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,24,26
15050,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,6,26
15050,MEA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,10,26
15050,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,18,22
15050,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,22,22
15050,REA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,28,22
15050,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,24,22
15050,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,18,22
15050,CYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,18,22
15050,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,12,22
15050,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,16,22
15050,MYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,10,22
15050,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,12,28
15050,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,28,28
15050,TYA,,0,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,24,28
15050,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,54,564
15050,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,74,564
15050,PDA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,64,564
15050,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,18,280
15050,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,142,280
15050,OA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,630,280
15050,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,1172,532
15050,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,990,532
15050,CSA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,908,532
15050,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,4,10
15050,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,4,10
15050,MEA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,0,10
15050,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,150,688
15050,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,240,688
15050,REA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,1360,688
15050,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,824,120
15050,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,904,120
15050,CYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,794,120
15050,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,536,52
15050,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,2,52
15050,MYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,2,52
15050,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,388,650
15050,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,324,650
15050,TYA,,1,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,476,650
15050,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,46,382
15050,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,92,382
15050,PDA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,108,382
15050,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,420,162
15050,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,666,162
15050,OA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,1154,162
15050,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,580,698
15050,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,448,698
15050,CSA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,476,698
15050,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,0,18
15050,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,0,18
15050,MEA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,2,18
15050,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,124,3344
15050,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,1202,3344
15050,REA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,512,3344
15050,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,80,32
15050,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,102,32
15050,CYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,148,32
15050,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,534,98
15050,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,24,98
15050,MYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,2,98
15050,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,248,570
15050,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,128,570
15050,TYA,,2,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,154,570
15050,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,28,506
15050,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,44,506
15050,PDA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,54,506
15050,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,598,4
15050,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,890,4
15050,OA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,802,4
15050,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,262,322
15050,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,272,322
15050,CSA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,254,322
15050,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,4,58
15050,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,4,58
15050,MEA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,0,58
15050,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,212,1952
15050,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,884,1952
15050,REA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,176,1952
15050,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,194,24
15050,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,280,24
15050,CYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,330,24
15050,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,612,346
15050,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,138,346
15050,MYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,2,346
15050,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,1,354,674
15050,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,2,244,674
15050,TYA,,3,,,,Alex,Ascomycota,MM,G13Lux,11,2,14,3,108,674
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,1,74,64
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,2,68,64
15050,PDA,,0,,,,Alex,Ascomycota,MM,G13Lux,14,3,21,3,80,64
